eta_tes,TBR_req,I_startup [kg],I_tes [g]
0.4,1.04,0.677397993654293,141.071041151024
0.6,1.04,0.63315972244985,94.0945400719603
0.8,1.035,0.612010494777567,70.2501503641067
0.9,1.035,0.604540287925189,62.4505394843619
0.95,1.035,0.601395790642102,59.1661270303147
