t_blanket [h],TBR_req,I_startup [kg],Blanket_inventory [g]
1,1.135,2.76689565356806,2.92744817452015
2,1.135,2.76936059300936,5.67323415780651
8,1.135,2.78384949535969,22.1271480203505
24,1.14,2.81886294477677,66.2785483121347
72,1.145,2.91316698573585,199.245998814409
240,1.165,3.21882311983376,674.401340125763
