epsi,TBR_req,I_startup [kg]
0.1,1.72,5.46580201216655
0.5,1.72,5.46580201216655
0.01,1.71999999999999,5.46580201216655
0.05,1.71999999999999,5.46580201216655
0.001,1.71999999999999,5.46580201216655
0.005,1.71999999999999,5.46580201216655
0.0001,1.71999999999999,5.46580201216655
0.0005,1.71999999999999,5.46580201216655
1e-05,1.71999999999999,5.46580201216655
