t_blanket [h],TBR_req,I_startup [kg],Blanket_inventory [g]
1,1.04,0.600014537730638,2.64677154585733
2,1.04,0.602407066584303,5.12758893569421
8,1.04,0.616665122613662,19.9933851085687
24,1.04,0.653498612153862,59.6239876680445
72,1.045,0.756675845948688,179.323388913947
240,1.065,1.09171787668046,608.106264706195
