f_dir,TBR_req,I_startup [kg]
0.1,1.04,0.640099018099973
0.2,1.035,0.621143865514683
0.3,1.035,0.601395790642101
0.4,1.035,0.581648273753919
0.5,1.035,0.561901304359831
0.6,1.03,0.542978588712452
0.7,1.03,0.523226661825531
0.8,1.03,0.503475414891803
0.9,1.025,0.484597041869595
