time[s],m_in
150845,8.97743559261117e-05
150846,8.97743581906875e-05
150847,8.97743604552367e-05
150848,8.97743627197596e-05
150849,8.97743649842559e-05
150850,8.97743672487261e-05
150851,8.97743695131696e-05
150852,8.97743717775866e-05
150853,8.9774374041977e-05
150854,8.97743763063411e-05
150855,8.97743785706788e-05
150856,8.977438083499e-05
150857,8.97743830992748e-05
150858,8.97743853635331e-05
150859,8.97743876277648e-05
150860,8.97743898919702e-05
150861,8.97743921561491e-05
150862,8.97743944203016e-05
150863,8.97743966844277e-05
150864,8.97743989485273e-05
150865,8.97744012126002e-05
150866,8.97744034766469e-05
150867,8.97744057406671e-05
150868,8.97744080046608e-05
150869,8.97744102686282e-05
150870,8.97744125325691e-05
150871,8.97744147964835e-05
150872,8.97744170603712e-05
150873,8.97744193242327e-05
150874,8.97744215880677e-05
150875,8.97744238518763e-05
150876,8.97744261156586e-05
150877,8.97744283794143e-05
150878,8.97744306431433e-05
150879,8.97744329068461e-05
150880,8.97744351705224e-05
150881,8.97744374341723e-05
150882,8.97744396977959e-05
150883,8.97744419613929e-05
150884,8.97744442249633e-05
150885,8.97744464885074e-05
150886,8.9774448752025e-05
150887,8.97744510155162e-05
150888,8.97744532789811e-05
150889,8.97744555424195e-05
150890,8.97744578058313e-05
150891,8.97744600692166e-05
150892,8.97744623325755e-05
150893,8.97744645959081e-05
150894,8.97744668592142e-05
150895,8.9774469122494e-05
150896,8.97744713857472e-05
150897,8.97744736489738e-05
150898,8.97744759121741e-05
150899,8.97744781753479e-05
150900,8.97744804384954e-05
150901,8.97744827016165e-05
150902,8.97744849647111e-05
150903,8.9774487227779e-05
150904,8.97744894908207e-05
150905,8.97744917538359e-05
150906,8.97744940168247e-05
150907,8.97744962797872e-05
150908,8.97744985427231e-05
150909,8.97745008056326e-05
150910,8.97745030685155e-05
150911,8.97745053313721e-05
150912,8.97745075942022e-05
150913,8.97745098570061e-05
150914,8.97745121197834e-05
150915,8.97745143825343e-05
150916,8.97745166452585e-05
150917,8.97745189079565e-05
150918,8.9774521170628e-05
150919,8.97745234332731e-05
150920,8.9774525695892e-05
150921,8.97745279584842e-05
150922,8.97745302210499e-05
150923,8.97745324835892e-05
150924,8.97745347461022e-05
150925,8.97745370085887e-05
150926,8.97745392710489e-05
150927,8.97745415334826e-05
150928,8.97745437958898e-05
150929,8.97745460582704e-05
150930,8.97745483206247e-05
150931,8.97745505829527e-05
150932,8.97745528452543e-05
150933,8.97745551075293e-05
150934,8.9774557369778e-05
150935,8.9774559632e-05
150936,8.97745618941958e-05
150937,8.97745641563651e-05
150938,8.97745664185081e-05
150939,8.97745686806247e-05
150940,8.97745709427147e-05
150941,8.97745732047782e-05
150942,8.97745754668154e-05
150943,8.97745777288262e-05
150944,8.97745799908106e-05
150945,8.97745822527686e-05
150946,8.97745845147001e-05
150947,8.9774586776605e-05
150948,8.97745890384837e-05
150949,8.97745913003359e-05
150950,8.97745935621617e-05
150951,8.97745958239613e-05
150952,8.97745980857343e-05
150953,8.97746003474808e-05
150954,8.97746026092007e-05
150955,8.97746048708944e-05
150956,8.97746071325617e-05
150957,8.97746093942025e-05
150958,8.97746116558171e-05
150959,8.97746139174051e-05
150960,8.97746161789665e-05
150961,8.97746184405017e-05
150962,8.97746207020104e-05
150963,8.97746229634928e-05
150964,8.97746252249489e-05
150965,8.97746274863783e-05
150966,8.97746297477812e-05
150967,8.97746320091579e-05
150968,8.97746342705081e-05
150969,8.97746365318319e-05
150970,8.97746387931295e-05
150971,8.97746410544005e-05
150972,8.97746433156451e-05
150973,8.9774645576863e-05
150974,8.97746478380548e-05
150975,8.97746500992201e-05
150976,8.9774652360359e-05
150977,8.97746546214717e-05
150978,8.97746568825578e-05
150979,8.97746591436173e-05
150980,8.97746614046505e-05
150981,8.97746636656574e-05
150982,8.97746659266378e-05
150983,8.9774668187592e-05
150984,8.97746704485195e-05
150985,8.97746727094206e-05
150986,8.97746749702954e-05
150987,8.97746772311437e-05
150988,8.97746794919657e-05
150989,8.97746817527614e-05
150990,8.97746840135305e-05
150991,8.97746862742733e-05
150992,8.97746885349894e-05
150993,8.97746907956794e-05
150994,8.97746930563429e-05
150995,8.97746953169801e-05
150996,8.97746975775908e-05
150997,8.97746998381751e-05
150998,8.97747020987328e-05
150999,8.97747043592643e-05
151000,8.97747066197693e-05
151001,8.9774708880248e-05
151002,8.97747111407004e-05
151003,8.97747134011262e-05
151004,8.97747156615255e-05
151005,8.97747179218986e-05
151006,8.97747201822452e-05
151007,8.97747224425654e-05
151008,8.97747247028594e-05
151009,8.97747269631268e-05
151010,8.97747292233679e-05
151011,8.97747314835823e-05
151012,8.97747337437705e-05
151013,8.97747360039324e-05
151014,8.97747382640679e-05
151015,8.9774740524177e-05
151016,8.97747427842596e-05
151017,8.97747450443156e-05
151018,8.97747473043454e-05
151019,8.97747495643488e-05
151020,8.97747518243258e-05
151021,8.97747540842766e-05
151022,8.97747563442008e-05
151023,8.97747586040985e-05
151024,8.97747608639699e-05
151025,8.97747631238149e-05
151026,8.97747653836336e-05
151027,8.9774767643426e-05
151028,8.97747699031918e-05
151029,8.97747721629311e-05
151030,8.97747744226441e-05
151031,8.97747766823308e-05
151032,8.9774778941991e-05
151033,8.9774781201625e-05
151034,8.97747834612325e-05
151035,8.97747857208136e-05
151036,8.97747879803681e-05
151037,8.97747902398964e-05
151038,8.97747924993983e-05
151039,8.97747947588738e-05
151040,8.9774797018323e-05
151041,8.97747992777457e-05
151042,8.97748015371419e-05
151043,8.97748037965119e-05
151044,8.97748060558554e-05
151045,8.97748083151725e-05
151046,8.97748105744635e-05
151047,8.97748128337278e-05
151048,8.97748150929657e-05
151049,8.97748173521773e-05
151050,8.97748196113625e-05
151051,8.97748218705213e-05
151052,8.97748241296539e-05
151053,8.97748263887599e-05
151054,8.97748286478396e-05
151055,8.97748309068927e-05
151056,8.97748331659196e-05
151057,8.97748354249201e-05
151058,8.97748376838942e-05
151059,8.97748399428421e-05
151060,8.97748422017634e-05
151061,8.97748444606582e-05
151062,8.97748467195268e-05
151063,8.9774848978369e-05
151064,8.97748512371848e-05
151065,8.97748534959744e-05
151066,8.97748557547374e-05
151067,8.97748580134739e-05
151068,8.97748602721842e-05
151069,8.97748625308681e-05
151070,8.97748647895256e-05
151071,8.97748670481569e-05
151072,8.97748693067616e-05
151073,8.977487156534e-05
151074,8.97748738238918e-05
151075,8.97748760824174e-05
151076,8.97748783409167e-05
151077,8.97748805993897e-05
151078,8.97748828578362e-05
151079,8.97748851162563e-05
151080,8.97748873746498e-05
151081,8.97748896330172e-05
151082,8.97748918913581e-05
151083,8.97748941496727e-05
151084,8.97748964079611e-05
151085,8.97748986662229e-05
151086,8.97749009244582e-05
151087,8.97749031826673e-05
151088,8.977490544085e-05
151089,8.97749076990064e-05
151090,8.97749099571365e-05
151091,8.977491221524e-05
151092,8.97749144733173e-05
151093,8.97749167313679e-05
151094,8.97749189893924e-05
151095,8.97749212473905e-05
151096,8.97749235053624e-05
151097,8.97749257633078e-05
151098,8.97749280212267e-05
151099,8.97749302791191e-05
151100,8.97749325369854e-05
151101,8.97749347948253e-05
151102,8.97749370526387e-05
151103,8.9774939310426e-05
151104,8.97749415681868e-05
151105,8.9774943825921e-05
151106,8.9774946083629e-05
151107,8.97749483413107e-05
151108,8.9774950598966e-05
151109,8.97749528565951e-05
151110,8.97749551141976e-05
151111,8.97749573717736e-05
151112,8.97749596293234e-05
151113,8.97749618868469e-05
151114,8.9774964144344e-05
151115,8.97749664018149e-05
151116,8.97749686592592e-05
151117,8.97749709166772e-05
151118,8.97749731740687e-05
151119,8.97749754314339e-05
151120,8.97749776887728e-05
151121,8.97749799460853e-05
151122,8.97749822033717e-05
151123,8.97749844606315e-05
151124,8.97749867178647e-05
151125,8.97749889750718e-05
151126,8.97749912322526e-05
151127,8.97749934894069e-05
151128,8.97749957465351e-05
151129,8.97749980036367e-05
151130,8.97750002607118e-05
151131,8.97750025177608e-05
151132,8.97750047747833e-05
151133,8.97750070317795e-05
151134,8.97750092887495e-05
151135,8.9775011545693e-05
151136,8.97750138026101e-05
151137,8.97750160595007e-05
151138,8.97750183163651e-05
151139,8.97750205732032e-05
151140,8.97750228300149e-05
151141,8.97750250868004e-05
151142,8.97750273435594e-05
151143,8.97750296002918e-05
151144,8.97750318569981e-05
151145,8.9775034113678e-05
151146,8.97750363703316e-05
151147,8.9775038626959e-05
151148,8.97750408835598e-05
151149,8.97750431401342e-05
151150,8.97750453966823e-05
151151,8.97750476532041e-05
151152,8.97750499096996e-05
151153,8.97750521661688e-05
151154,8.97750544226115e-05
151155,8.97750566790279e-05
151156,8.97750589354178e-05
151157,8.97750611917815e-05
151158,8.97750634481188e-05
151159,8.977506570443e-05
151160,8.97750679607146e-05
151161,8.97750702169729e-05
151162,8.97750724732047e-05
151163,8.97750747294103e-05
151164,8.97750769855895e-05
151165,8.97750792417424e-05
151166,8.97750814978691e-05
151167,8.97750837539693e-05
151168,8.9775086010043e-05
151169,8.97750882660905e-05
151170,8.97750905221117e-05
151171,8.97750927781065e-05
151172,8.97750950340751e-05
151173,8.97750972900173e-05
151174,8.9775099545933e-05
151175,8.97751018018223e-05
151176,8.97751040576854e-05
151177,8.97751063135222e-05
151178,8.97751085693327e-05
151179,8.97751108251168e-05
151180,8.97751130808745e-05
151181,8.97751153366057e-05
151182,8.97751175923108e-05
151183,8.97751198479895e-05
151184,8.97751221036418e-05
151185,8.9775124359268e-05
151186,8.97751266148676e-05
151187,8.97751288704408e-05
151188,8.97751311259878e-05
151189,8.97751333815085e-05
151190,8.97751356370028e-05
151191,8.97751378924709e-05
151192,8.97751401479126e-05
151193,8.97751424033279e-05
151194,8.97751446587166e-05
151195,8.97751469140793e-05
151196,8.97751491694156e-05
151197,8.97751514247257e-05
151198,8.97751536800093e-05
151199,8.97751559352666e-05
151200,8.97751581904973e-05
151201,8.9775160445702e-05
151202,8.97751627008802e-05
151203,8.97751649560322e-05
151204,8.97751672111579e-05
151205,8.97751694662572e-05
151206,8.977517172133e-05
151207,8.97751739763766e-05
151208,8.97751762313969e-05
151209,8.97751784863908e-05
151210,8.97751807413586e-05
151211,8.97751829962998e-05
151212,8.97751852512146e-05
151213,8.97751875061033e-05
151214,8.97751897609656e-05
151215,8.97751920158015e-05
151216,8.97751942706113e-05
151217,8.97751965253946e-05
151218,8.97751987801515e-05
151219,8.9775201034882e-05
151220,8.97752032895863e-05
151221,8.97752055442643e-05
151222,8.9775207798916e-05
151223,8.97752100535415e-05
151224,8.97752123081404e-05
151225,8.97752145627129e-05
151226,8.97752168172593e-05
151227,8.97752190717793e-05
151228,8.9775221326273e-05
151229,8.97752235807406e-05
151230,8.97752258351816e-05
151231,8.97752280895961e-05
151232,8.97752303439845e-05
151233,8.97752325983466e-05
151234,8.97752348526824e-05
151235,8.97752371069919e-05
151236,8.9775239361275e-05
151237,8.97752416155318e-05
151238,8.97752438697621e-05
151239,8.97752461239663e-05
151240,8.97752483781441e-05
151241,8.97752506322956e-05
151242,8.97752528864209e-05
151243,8.97752551405197e-05
151244,8.97752573945921e-05
151245,8.97752596486383e-05
151246,8.97752619026582e-05
151247,8.97752641566518e-05
151248,8.97752664106192e-05
151249,8.97752686645601e-05
151250,8.97752709184746e-05
151251,8.97752731723629e-05
151252,8.97752754262249e-05
151253,8.97752776800606e-05
151254,8.97752799338701e-05
151255,8.97752821876531e-05
151256,8.97752844414098e-05
151257,8.97752866951401e-05
151258,8.97752889488442e-05
151259,8.97752912025219e-05
151260,8.97752934561736e-05
151261,8.97752957097987e-05
151262,8.97752979633975e-05
151263,8.97753002169699e-05
151264,8.97753024705161e-05
151265,8.9775304724036e-05
151266,8.97753069775296e-05
151267,8.9775309230997e-05
151268,8.9775311484438e-05
151269,8.97753137378525e-05
151270,8.97753159912408e-05
151271,8.97753182446028e-05
151272,8.97753204979385e-05
151273,8.97753227512481e-05
151274,8.97753250045312e-05
151275,8.9775327257788e-05
151276,8.97753295110183e-05
151277,8.97753317642225e-05
151278,8.97753340174003e-05
151279,8.97753362705521e-05
151280,8.97753385236773e-05
151281,8.97753407767762e-05
151282,8.97753430298487e-05
151283,8.9775345282895e-05
151284,8.97753475359151e-05
151285,8.97753497889088e-05
151286,8.97753520418763e-05
151287,8.97753542948175e-05
151288,8.97753565477321e-05
151289,8.97753588006206e-05
151290,8.97753610534828e-05
151291,8.97753633063187e-05
151292,8.97753655591284e-05
151293,8.97753678119117e-05
151294,8.97753700646685e-05
151295,8.97753723173992e-05
151296,8.97753745701036e-05
151297,8.97753768227817e-05
151298,8.97753790754336e-05
151299,8.97753813280591e-05
151300,8.97753835806583e-05
151301,8.9775385833231e-05
151302,8.97753880857776e-05
151303,8.97753903382978e-05
151304,8.97753925907918e-05
151305,8.97753948432596e-05
151306,8.9775397095701e-05
151307,8.9775399348116e-05
151308,8.97754016005048e-05
151309,8.97754038528672e-05
151310,8.97754061052034e-05
151311,8.97754083575135e-05
151312,8.97754106097971e-05
151313,8.97754128620542e-05
151314,8.97754151142852e-05
151315,8.97754173664899e-05
151316,8.97754196186684e-05
151317,8.97754218708207e-05
151318,8.97754241229465e-05
151319,8.9775426375046e-05
151320,8.97754286271191e-05
151321,8.97754308791661e-05
151322,8.97754331311867e-05
151323,8.97754353831811e-05
151324,8.97754376351493e-05
151325,8.97754398870911e-05
151326,8.97754421390064e-05
151327,8.97754443908957e-05
151328,8.97754466427585e-05
151329,8.97754488945952e-05
151330,8.97754511464056e-05
151331,8.97754533981897e-05
151332,8.97754556499473e-05
151333,8.97754579016787e-05
151334,8.97754601533839e-05
151335,8.97754624050628e-05
151336,8.97754646567156e-05
151337,8.97754669083419e-05
151338,8.97754691599419e-05
151339,8.97754714115155e-05
151340,8.9775473663063e-05
151341,8.97754759145841e-05
151342,8.97754781660792e-05
151343,8.97754804175477e-05
151344,8.97754826689901e-05
151345,8.97754849204059e-05
151346,8.97754871717957e-05
151347,8.97754894231591e-05
151348,8.97754916744963e-05
151349,8.97754939258074e-05
151350,8.9775496177092e-05
151351,8.97754984283501e-05
151352,8.97755006795822e-05
151353,8.9775502930788e-05
151354,8.97755051819675e-05
151355,8.97755074331208e-05
151356,8.97755096842477e-05
151357,8.97755119353484e-05
151358,8.97755141864226e-05
151359,8.97755164374707e-05
151360,8.97755186884925e-05
151361,8.97755209394881e-05
151362,8.97755231904574e-05
151363,8.97755254414004e-05
151364,8.97755276923169e-05
151365,8.97755299432073e-05
151366,8.97755321940714e-05
151367,8.97755344449093e-05
151368,8.9775536695721e-05
151369,8.97755389465063e-05
151370,8.97755411972652e-05
151371,8.9775543447998e-05
151372,8.97755456987045e-05
151373,8.97755479493847e-05
151374,8.97755502000387e-05
151375,8.97755524506664e-05
151376,8.97755547012676e-05
151377,8.97755569518427e-05
151378,8.97755592023916e-05
151379,8.97755614529141e-05
151380,8.97755637034106e-05
151381,8.97755659538806e-05
151382,8.97755682043243e-05
151383,8.97755704547417e-05
151384,8.97755727051329e-05
151385,8.97755749554978e-05
151386,8.97755772058365e-05
151387,8.97755794561491e-05
151388,8.97755817064352e-05
151389,8.97755839566949e-05
151390,8.97755862069285e-05
151391,8.97755884571358e-05
151392,8.97755907073169e-05
151393,8.97755929574718e-05
151394,8.97755952076003e-05
151395,8.97755974577024e-05
151396,8.97755997077784e-05
151397,8.97756019578281e-05
151398,8.97756042078516e-05
151399,8.97756064578489e-05
151400,8.97756087078198e-05
151401,8.97756109577645e-05
151402,8.97756132076827e-05
151403,8.97756154575749e-05
151404,8.97756177074407e-05
151405,8.97756199572803e-05
151406,8.97756222070938e-05
151407,8.97756244568809e-05
151408,8.97756267066416e-05
151409,8.97756289563761e-05
151410,8.97756312060844e-05
151411,8.97756334557664e-05
151412,8.97756357054224e-05
151413,8.97756379550519e-05
151414,8.9775640204655e-05
151415,8.9775642454232e-05
151416,8.97756447037827e-05
151417,8.97756469533071e-05
151418,8.97756492028055e-05
151419,8.97756514522775e-05
151420,8.97756537017232e-05
151421,8.97756559511424e-05
151422,8.97756582005356e-05
151423,8.97756604499025e-05
151424,8.97756626992434e-05
151425,8.97756649485578e-05
151426,8.97756671978459e-05
151427,8.97756694471077e-05
151428,8.97756716963433e-05
151429,8.97756739455527e-05
151430,8.97756761947358e-05
151431,8.97756784438929e-05
151432,8.97756806930235e-05
151433,8.97756829421277e-05
151434,8.97756851912058e-05
151435,8.97756874402577e-05
151436,8.97756896892833e-05
151437,8.97756919382828e-05
151438,8.97756941872559e-05
151439,8.97756964362028e-05
151440,8.97756986851232e-05
151441,8.97757009340176e-05
151442,8.97757031828857e-05
151443,8.97757054317277e-05
151444,8.97757076805433e-05
151445,8.97757099293326e-05
151446,8.97757121780956e-05
151447,8.97757144268325e-05
151448,8.9775716675543e-05
151449,8.97757189242274e-05
151450,8.97757211728857e-05
151451,8.97757234215176e-05
151452,8.9775725670123e-05
151453,8.97757279187024e-05
151454,8.97757301672555e-05
151455,8.97757324157824e-05
151456,8.97757346642832e-05
151457,8.97757369127576e-05
151458,8.97757391612056e-05
151459,8.97757414096275e-05
151460,8.97757436580231e-05
151461,8.97757459063925e-05
151462,8.97757481547359e-05
151463,8.97757504030528e-05
151464,8.97757526513435e-05
151465,8.97757548996078e-05
151466,8.9775757147846e-05
151467,8.97757593960579e-05
151468,8.97757616442436e-05
151469,8.97757638924033e-05
151470,8.97757661405365e-05
151471,8.97757683886433e-05
151472,8.97757706367241e-05
151473,8.97757728847786e-05
151474,8.97757751328069e-05
151475,8.97757773808091e-05
151476,8.97757796287849e-05
151477,8.97757818767343e-05
151478,8.97757841246576e-05
151479,8.97757863725547e-05
151480,8.97757886204255e-05
151481,8.97757908682703e-05
151482,8.97757931160886e-05
151483,8.97757953638808e-05
151484,8.97757976116466e-05
151485,8.97757998593862e-05
151486,8.97758021070997e-05
151487,8.97758043547869e-05
151488,8.9775806602448e-05
151489,8.97758088500827e-05
151490,8.9775811097691e-05
151491,8.97758133452733e-05
151492,8.97758155928293e-05
151493,8.97758178403591e-05
151494,8.97758200878628e-05
151495,8.97758223353402e-05
151496,8.97758245827911e-05
151497,8.9775826830216e-05
151498,8.97758290776146e-05
151499,8.9775831324987e-05
151500,8.97758335723334e-05
151501,8.97758358196533e-05
151502,8.97758380669471e-05
151503,8.97758403142143e-05
151504,8.97758425614556e-05
151505,8.97758448086707e-05
151506,8.97758470558596e-05
151507,8.97758493030222e-05
151508,8.97758515501585e-05
151509,8.97758537972685e-05
151510,8.97758560443524e-05
151511,8.97758582914101e-05
151512,8.97758605384415e-05
151513,8.97758627854469e-05
151514,8.97758650324259e-05
151515,8.97758672793785e-05
151516,8.97758695263051e-05
151517,8.97758717732054e-05
151518,8.97758740200795e-05
151519,8.97758762669275e-05
151520,8.97758785137492e-05
151521,8.97758807605446e-05
151522,8.97758830073136e-05
151523,8.97758852540566e-05
151524,8.97758875007734e-05
151525,8.97758897474641e-05
151526,8.97758919941284e-05
151527,8.97758942407665e-05
151528,8.97758964873782e-05
151529,8.97758987339639e-05
151530,8.97759009805233e-05
151531,8.97759032270565e-05
151532,8.97759054735637e-05
151533,8.97759077200444e-05
151534,8.97759099664989e-05
151535,8.97759122129272e-05
151536,8.97759144593293e-05
151537,8.97759167057052e-05
151538,8.97759189520551e-05
151539,8.97759211983786e-05
151540,8.97759234446757e-05
151541,8.97759256909467e-05
151542,8.97759279371915e-05
151543,8.97759301834102e-05
151544,8.97759324296027e-05
151545,8.97759346757689e-05
151546,8.97759369219089e-05
151547,8.97759391680225e-05
151548,8.977594141411e-05
151549,8.97759436601713e-05
151550,8.97759459062065e-05
151551,8.97759481522155e-05
151552,8.97759503981982e-05
151553,8.97759526441546e-05
151554,8.97759548900848e-05
151555,8.97759571359889e-05
151556,8.97759593818667e-05
151557,8.97759616277185e-05
151558,8.97759638735439e-05
151559,8.9775966119343e-05
151560,8.9775968365116e-05
151561,8.97759706108628e-05
151562,8.97759728565834e-05
151563,8.9775975102278e-05
151564,8.97759773479461e-05
151565,8.97759795935881e-05
151566,8.97759818392037e-05
151567,8.97759840847933e-05
151568,8.97759863303566e-05
151569,8.97759885758938e-05
151570,8.97759908214048e-05
151571,8.97759930668896e-05
151572,8.9775995312348e-05
151573,8.97759975577803e-05
151574,8.97759998031864e-05
151575,8.97760020485663e-05
151576,8.97760042939202e-05
151577,8.97760065392477e-05
151578,8.97760087845489e-05
151579,8.9776011029824e-05
151580,8.97760132750729e-05
151581,8.97760155202956e-05
151582,8.97760177654922e-05
151583,8.97760200106625e-05
151584,8.97760222558066e-05
151585,8.97760245009243e-05
151586,8.9776026746016e-05
151587,8.97760289910815e-05
151588,8.9776031236121e-05
151589,8.97760334811341e-05
151590,8.9776035726121e-05
151591,8.97760379710815e-05
151592,8.97760402160161e-05
151593,8.97760424609243e-05
151594,8.97760447058065e-05
151595,8.97760469506625e-05
151596,8.97760491954922e-05
151597,8.97760514402956e-05
151598,8.97760536850729e-05
151599,8.9776055929824e-05
151600,8.9776058174549e-05
151601,8.97760604192479e-05
151602,8.97760626639204e-05
151603,8.97760649085668e-05
151604,8.97760671531868e-05
151605,8.97760693977807e-05
151606,8.97760716423485e-05
151607,8.97760738868902e-05
151608,8.97760761314056e-05
151609,8.97760783758948e-05
151610,8.97760806203576e-05
151611,8.97760828647945e-05
151612,8.97760851092051e-05
151613,8.97760873535895e-05
151614,8.97760895979479e-05
151615,8.97760918422799e-05
151616,8.97760940865856e-05
151617,8.97760963308653e-05
151618,8.97760985751188e-05
151619,8.97761008193461e-05
151620,8.97761030635473e-05
151621,8.97761053077222e-05
151622,8.97761075518708e-05
151623,8.97761097959934e-05
151624,8.97761120400897e-05
151625,8.97761142841599e-05
151626,8.9776116528204e-05
151627,8.97761187722218e-05
151628,8.97761210162134e-05
151629,8.97761232601787e-05
151630,8.97761255041179e-05
151631,8.9776127748031e-05
151632,8.97761299919178e-05
151633,8.97761322357787e-05
151634,8.97761344796132e-05
151635,8.97761367234214e-05
151636,8.97761389672035e-05
151637,8.97761412109594e-05
151638,8.97761434546892e-05
151639,8.9776145698393e-05
151640,8.97761479420704e-05
151641,8.97761501857214e-05
151642,8.97761524293465e-05
151643,8.97761546729454e-05
151644,8.9776156916518e-05
151645,8.97761591600647e-05
151646,8.97761614035851e-05
151647,8.97761636470792e-05
151648,8.9776165890547e-05
151649,8.97761681339888e-05
151650,8.97761703774044e-05
151651,8.97761726207939e-05
151652,8.97761748641573e-05
151653,8.97761771074944e-05
151654,8.97761793508051e-05
151655,8.97761815940899e-05
151656,8.97761838373484e-05
151657,8.97761860805808e-05
151658,8.97761883237872e-05
151659,8.97761905669672e-05
151660,8.97761928101209e-05
151661,8.97761950532486e-05
151662,8.97761972963501e-05
151663,8.97761995394255e-05
151664,8.97762017824748e-05
151665,8.97762040254978e-05
151666,8.97762062684946e-05
151667,8.97762085114651e-05
151668,8.97762107544096e-05
151669,8.97762129973279e-05
151670,8.97762152402202e-05
151671,8.97762174830861e-05
151672,8.97762197259259e-05
151673,8.97762219687394e-05
151674,8.97762242115268e-05
151675,8.97762264542881e-05
151676,8.97762286970233e-05
151677,8.97762309397324e-05
151678,8.97762331824152e-05
151679,8.97762354250716e-05
151680,8.9776237667702e-05
151681,8.97762399103063e-05
151682,8.97762421528845e-05
151683,8.97762443954366e-05
151684,8.97762466379623e-05
151685,8.9776248880462e-05
151686,8.97762511229352e-05
151687,8.97762533653825e-05
151688,8.97762556078036e-05
151689,8.97762578501988e-05
151690,8.97762600925676e-05
151691,8.97762623349102e-05
151692,8.97762645772265e-05
151693,8.97762668195168e-05
151694,8.97762690617809e-05
151695,8.97762713040189e-05
151696,8.97762735462309e-05
151697,8.97762757884166e-05
151698,8.97762780305759e-05
151699,8.97762802727092e-05
151700,8.97762825148164e-05
151701,8.97762847568974e-05
151702,8.97762869989524e-05
151703,8.97762892409811e-05
151704,8.97762914829835e-05
151705,8.97762937249599e-05
151706,8.97762959669101e-05
151707,8.97762982088342e-05
151708,8.97763004507322e-05
151709,8.9776302692604e-05
151710,8.97763049344496e-05
151711,8.97763071762689e-05
151712,8.97763094180621e-05
151713,8.97763116598293e-05
151714,8.97763139015702e-05
151715,8.97763161432852e-05
151716,8.97763183849738e-05
151717,8.97763206266362e-05
151718,8.97763228682725e-05
151719,8.97763251098827e-05
151720,8.97763273514668e-05
151721,8.97763295930249e-05
151722,8.97763318345566e-05
151723,8.9776334076062e-05
151724,8.97763363175414e-05
151725,8.97763385589947e-05
151726,8.97763408004218e-05
151727,8.9776343041823e-05
151728,8.97763452831978e-05
151729,8.97763475245465e-05
151730,8.97763497658688e-05
151731,8.97763520071652e-05
151732,8.97763542484355e-05
151733,8.97763564896795e-05
151734,8.97763587308976e-05
151735,8.97763609720894e-05
151736,8.97763632132549e-05
151737,8.97763654543944e-05
151738,8.97763676955077e-05
151739,8.97763699365949e-05
151740,8.97763721776561e-05
151741,8.9776374418691e-05
151742,8.97763766596996e-05
151743,8.97763789006822e-05
151744,8.97763811416387e-05
151745,8.9776383382569e-05
151746,8.97763856234733e-05
151747,8.97763878643514e-05
151748,8.97763901052033e-05
151749,8.97763923460289e-05
151750,8.97763945868285e-05
151751,8.97763968276019e-05
151752,8.97763990683494e-05
151753,8.97764013090706e-05
151754,8.97764035497656e-05
151755,8.97764057904343e-05
151756,8.97764080310771e-05
151757,8.97764102716937e-05
151758,8.97764125122842e-05
151759,8.97764147528487e-05
151760,8.97764169933869e-05
151761,8.97764192338988e-05
151762,8.97764214743847e-05
151763,8.97764237148444e-05
151764,8.97764259552781e-05
151765,8.97764281956857e-05
151766,8.97764304360671e-05
151767,8.97764326764223e-05
151768,8.97764349167513e-05
151769,8.97764371570542e-05
151770,8.9776439397331e-05
151771,8.97764416375819e-05
151772,8.97764438778064e-05
151773,8.97764461180048e-05
151774,8.9776448358177e-05
151775,8.97764505983231e-05
151776,8.97764528384431e-05
151777,8.9776455078537e-05
151778,8.97764573186049e-05
151779,8.97764595586465e-05
151780,8.97764617986618e-05
151781,8.97764640386511e-05
151782,8.97764662786144e-05
151783,8.97764685185515e-05
151784,8.97764707584626e-05
151785,8.97764729983474e-05
151786,8.97764752382061e-05
151787,8.97764774780385e-05
151788,8.97764797178449e-05
151789,8.97764819576252e-05
151790,8.97764841973795e-05
151791,8.97764864371076e-05
151792,8.97764886768095e-05
151793,8.97764909164851e-05
151794,8.97764931561347e-05
151795,8.97764953957583e-05
151796,8.97764976353557e-05
151797,8.97764998749271e-05
151798,8.97765021144723e-05
151799,8.97765043539911e-05
151800,8.97765065934841e-05
151801,8.97765088329508e-05
151802,8.97765110723915e-05
151803,8.97765133118062e-05
151804,8.97765155511946e-05
151805,8.97765177905567e-05
151806,8.97765200298928e-05
151807,8.97765222692029e-05
151808,8.97765245084868e-05
151809,8.97765267477447e-05
151810,8.97765289869764e-05
151811,8.9776531226182e-05
151812,8.97765334653612e-05
151813,8.97765357045145e-05
151814,8.97765379436416e-05
151815,8.97765401827427e-05
151816,8.97765424218178e-05
151817,8.97765446608666e-05
151818,8.97765468998892e-05
151819,8.97765491388858e-05
151820,8.97765513778562e-05
151821,8.97765536168006e-05
151822,8.9776555855719e-05
151823,8.97765580946111e-05
151824,8.97765603334769e-05
151825,8.97765625723168e-05
151826,8.97765648111305e-05
151827,8.97765670499182e-05
151828,8.97765692886799e-05
151829,8.97765715274153e-05
151830,8.97765737661246e-05
151831,8.97765760048076e-05
151832,8.97765782434646e-05
151833,8.97765804820956e-05
151834,8.97765827207006e-05
151835,8.97765849592793e-05
151836,8.97765871978319e-05
151837,8.97765894363583e-05
151838,8.97765916748586e-05
151839,8.97765939133329e-05
151840,8.97765961517811e-05
151841,8.97765983902033e-05
151842,8.97766006285992e-05
151843,8.97766028669689e-05
151844,8.97766051053126e-05
