time[s],m_in
390603,8.99591773009571e-05
390604,8.99591774466198e-05
390605,8.99591775922814e-05
390606,8.99591777379414e-05
390607,8.99591778835997e-05
390608,8.9959178029257e-05
390609,8.99591781749114e-05
390610,8.99591783205647e-05
390611,8.99591784662163e-05
390612,8.99591786118663e-05
390613,8.99591787575153e-05
390614,8.99591789031613e-05
390615,8.99591790488063e-05
390616,8.99591791944496e-05
390617,8.99591793400913e-05
390618,8.99591794857319e-05
390619,8.99591796313696e-05
390620,8.99591797770063e-05
390621,8.99591799226413e-05
390622,8.99591800682753e-05
390623,8.99591802139063e-05
390624,8.99591803595363e-05
390625,8.99591805051646e-05
390626,8.99591806507913e-05
390627,8.9959180796417e-05
390628,8.99591809420397e-05
390629,8.99591810876614e-05
390630,8.99591812332814e-05
390631,8.99591813788998e-05
390632,8.99591815245171e-05
390633,8.99591816701315e-05
390634,8.99591818157449e-05
390635,8.99591819613566e-05
390636,8.99591821069666e-05
390637,8.99591822525756e-05
390638,8.99591823981817e-05
390639,8.99591825437867e-05
390640,8.99591826893901e-05
390641,8.99591828349925e-05
390642,8.99591829805918e-05
390643,8.99591831261902e-05
390644,8.9959183271787e-05
390645,8.9959183417382e-05
390646,8.9959183562976e-05
390647,8.99591837085671e-05
390648,8.99591838541572e-05
390649,8.99591839997456e-05
390650,8.99591841453323e-05
390651,8.9959184290918e-05
390652,8.99591844365008e-05
390653,8.99591845820825e-05
390654,8.99591847276626e-05
390655,8.9959184873241e-05
390656,8.99591850188184e-05
390657,8.99591851643928e-05
390658,8.99591853099663e-05
390659,8.9959185455538e-05
390660,8.99591856011088e-05
390661,8.99591857466772e-05
390662,8.99591858922433e-05
390663,8.99591860378084e-05
390664,8.99591861833719e-05
390665,8.99591863289343e-05
390666,8.99591864744937e-05
390667,8.99591866200522e-05
390668,8.99591867656089e-05
390669,8.99591869111641e-05
390670,8.99591870567182e-05
390671,8.99591872022693e-05
390672,8.99591873478194e-05
390673,8.99591874933679e-05
390674,8.99591876389147e-05
390675,8.99591877844605e-05
390676,8.99591879300033e-05
390677,8.99591880755451e-05
390678,8.99591882210853e-05
390679,8.99591883666244e-05
390680,8.99591885121612e-05
390681,8.99591886576957e-05
390682,8.99591888032292e-05
390683,8.9959188948761e-05
390684,8.99591890942918e-05
390685,8.99591892398197e-05
390686,8.99591893853465e-05
390687,8.99591895308717e-05
390688,8.99591896763952e-05
390689,8.99591898219177e-05
390690,8.99591899674372e-05
390691,8.99591901129557e-05
390692,8.99591902584726e-05
390693,8.99591904039878e-05
390694,8.99591905495019e-05
390695,8.99591906950131e-05
390696,8.99591908405234e-05
390697,8.99591909860319e-05
390698,8.99591911315394e-05
390699,8.99591912770446e-05
390700,8.99591914225475e-05
390701,8.99591915680494e-05
390702,8.99591917135496e-05
390703,8.99591918590488e-05
390704,8.9959192004545e-05
390705,8.99591921500403e-05
390706,8.99591922955339e-05
390707,8.99591924410258e-05
390708,8.99591925865167e-05
390709,8.99591927320046e-05
390710,8.99591928774915e-05
390711,8.99591930229767e-05
390712,8.99591931684604e-05
390713,8.99591933139429e-05
390714,8.99591934594226e-05
390715,8.99591936049011e-05
390716,8.99591937503781e-05
390717,8.9959193895854e-05
390718,8.99591940413276e-05
390719,8.99591941867989e-05
390720,8.99591943322692e-05
390721,8.99591944777378e-05
390722,8.99591946232054e-05
390723,8.99591947686701e-05
390724,8.99591949141337e-05
390725,8.99591950595957e-05
390726,8.9959195205056e-05
390727,8.99591953505153e-05
390728,8.99591954959716e-05
390729,8.99591956414269e-05
390730,8.99591957868805e-05
390731,8.99591959323326e-05
390732,8.99591960777835e-05
390733,8.99591962232316e-05
390734,8.99591963686786e-05
390735,8.99591965141239e-05
390736,8.99591966595682e-05
390737,8.99591968050102e-05
390738,8.995919695045e-05
390739,8.99591970958887e-05
390740,8.99591972413257e-05
390741,8.99591973867617e-05
390742,8.99591975321947e-05
390743,8.99591976776268e-05
390744,8.99591978230572e-05
390745,8.99591979684859e-05
390746,8.99591981139136e-05
390747,8.99591982593383e-05
390748,8.99591984047621e-05
390749,8.99591985501841e-05
390750,8.99591986956045e-05
390751,8.99591988410239e-05
390752,8.99591989864404e-05
390753,8.99591991318558e-05
390754,8.99591992772695e-05
390755,8.99591994226823e-05
390756,8.99591995680927e-05
390757,8.99591997135008e-05
390758,8.99591998589079e-05
390759,8.99592000043134e-05
390760,8.99592001497178e-05
390761,8.99592002951193e-05
390762,8.99592004405198e-05
390763,8.99592005859186e-05
390764,8.99592007313157e-05
390765,8.99592008767118e-05
390766,8.9959201022105e-05
390767,8.99592011674971e-05
390768,8.99592013128876e-05
390769,8.99592014582764e-05
390770,8.99592016036642e-05
390771,8.99592017490491e-05
390772,8.9959201894433e-05
390773,8.99592020398151e-05
390774,8.99592021851963e-05
390775,8.99592023305751e-05
390776,8.99592024759517e-05
390777,8.99592026213272e-05
390778,8.99592027667011e-05
390779,8.99592029120739e-05
390780,8.99592030574438e-05
390781,8.99592032028127e-05
390782,8.99592033481799e-05
390783,8.99592034935455e-05
390784,8.995920363891e-05
390785,8.99592037842716e-05
390786,8.99592039296322e-05
390787,8.99592040749911e-05
390788,8.99592042203484e-05
390789,8.99592043657046e-05
390790,8.99592045110579e-05
390791,8.99592046564101e-05
390792,8.99592048017607e-05
390793,8.99592049471103e-05
390794,8.99592050924576e-05
390795,8.99592052378026e-05
390796,8.99592053831466e-05
390797,8.99592055284889e-05
390798,8.99592056738301e-05
390799,8.99592058191685e-05
390800,8.99592059645058e-05
390801,8.99592061098414e-05
390802,8.99592062551754e-05
390803,8.99592064005084e-05
390804,8.99592065458384e-05
390805,8.99592066911674e-05
390806,8.99592068364948e-05
390807,8.99592069818205e-05
390808,8.99592071271451e-05
390809,8.99592072724668e-05
390810,8.99592074177875e-05
390811,8.99592075631066e-05
390812,8.99592077084246e-05
390813,8.99592078537403e-05
390814,8.99592079990537e-05
390815,8.99592081443661e-05
390816,8.99592082896769e-05
390817,8.99592084349866e-05
390818,8.99592085802933e-05
390819,8.99592087255991e-05
390820,8.99592088709032e-05
390821,8.99592090162056e-05
390822,8.9959209161507e-05
390823,8.99592093068055e-05
390824,8.99592094521029e-05
390825,8.99592095973987e-05
390826,8.99592097426929e-05
390827,8.99592098879859e-05
390828,8.99592100332761e-05
390829,8.99592101785652e-05
390830,8.99592103238527e-05
390831,8.99592104691392e-05
390832,8.99592106144233e-05
390833,8.99592107597052e-05
390834,8.9959210904986e-05
390835,8.99592110502652e-05
390836,8.99592111955434e-05
390837,8.99592113408186e-05
390838,8.99592114860928e-05
390839,8.99592116313653e-05
390840,8.99592117766362e-05
390841,8.9959211921906e-05
390842,8.99592120671729e-05
390843,8.99592122124388e-05
390844,8.99592123577031e-05
390845,8.99592125029657e-05
390846,8.99592126482272e-05
390847,8.99592127934858e-05
390848,8.99592129387434e-05
390849,8.99592130839993e-05
390850,8.99592132292542e-05
390851,8.99592133745068e-05
390852,8.99592135197572e-05
390853,8.99592136650064e-05
390854,8.99592138102541e-05
390855,8.99592139555007e-05
390856,8.99592141007443e-05
390857,8.9959214245987e-05
390858,8.9959214391228e-05
390859,8.99592145364673e-05
390860,8.99592146817056e-05
390861,8.99592148269409e-05
390862,8.99592149721753e-05
390863,8.9959215117408e-05
390864,8.9959215262639e-05
390865,8.9959215407869e-05
390866,8.99592155530961e-05
390867,8.99592156983221e-05
390868,8.99592158435465e-05
390869,8.99592159887699e-05
390870,8.9959216133991e-05
390871,8.99592162792097e-05
390872,8.99592164244274e-05
390873,8.99592165696435e-05
390874,8.99592167148586e-05
390875,8.99592168600707e-05
390876,8.99592170052818e-05
390877,8.99592171504913e-05
390878,8.9959217295699e-05
390879,8.99592174409058e-05
390880,8.99592175861096e-05
390881,8.99592177313124e-05
390882,8.99592178765136e-05
390883,8.99592180217131e-05
390884,8.99592181669115e-05
390885,8.99592183121071e-05
390886,8.99592184573015e-05
390887,8.99592186024944e-05
390888,8.99592187476862e-05
390889,8.99592188928757e-05
390890,8.9959219038063e-05
390891,8.99592191832492e-05
390892,8.99592193284337e-05
390893,8.99592194736173e-05
390894,8.99592196187978e-05
390895,8.99592197639774e-05
390896,8.99592199091553e-05
390897,8.99592200543316e-05
390898,8.99592201995068e-05
390899,8.99592203446791e-05
390900,8.99592204898504e-05
390901,8.995922063502e-05
390902,8.99592207801879e-05
390903,8.99592209253549e-05
390904,8.99592210705188e-05
390905,8.99592212156818e-05
390906,8.99592213608431e-05
390907,8.99592215060034e-05
390908,8.99592216511614e-05
390909,8.99592217963171e-05
390910,8.99592219414718e-05
390911,8.99592220866248e-05
390912,8.99592222317768e-05
390913,8.99592223769259e-05
390914,8.99592225220739e-05
390915,8.99592226672203e-05
390916,8.9959222812365e-05
390917,8.99592229575087e-05
390918,8.99592231026495e-05
390919,8.99592232477892e-05
390920,8.99592233929273e-05
390921,8.99592235380637e-05
390922,8.99592236831992e-05
390923,8.99592238283316e-05
390924,8.99592239734631e-05
390925,8.99592241185929e-05
390926,8.99592242637216e-05
390927,8.99592244088481e-05
390928,8.99592245539723e-05
390929,8.99592246990954e-05
390930,8.99592248442169e-05
390931,8.99592249893374e-05
390932,8.99592251344549e-05
390933,8.99592252795714e-05
390934,8.99592254246863e-05
390935,8.99592255697995e-05
390936,8.99592257149117e-05
390937,8.99592258600209e-05
390938,8.99592260051291e-05
390939,8.99592261502357e-05
390940,8.99592262953406e-05
390941,8.99592264404445e-05
390942,8.99592265855454e-05
390943,8.99592267306454e-05
390944,8.99592268757436e-05
390945,8.99592270208403e-05
390946,8.99592271659359e-05
390947,8.99592273110285e-05
390948,8.99592274561202e-05
390949,8.99592276012101e-05
390950,8.99592277462991e-05
390951,8.99592278913851e-05
390952,8.99592280364701e-05
390953,8.99592281815535e-05
390954,8.99592283266351e-05
390955,8.99592284717158e-05
390956,8.99592286167935e-05
390957,8.99592287618702e-05
390958,8.99592289069453e-05
390959,8.99592290520187e-05
390960,8.99592291970911e-05
390961,8.99592293421605e-05
390962,8.99592294872289e-05
390963,8.99592296322957e-05
390964,8.99592297773608e-05
390965,8.99592299224249e-05
390966,8.9959230067486e-05
390967,8.99592302125462e-05
390968,8.99592303576046e-05
390969,8.99592305026621e-05
390970,8.99592306477166e-05
390971,8.99592307927701e-05
390972,8.99592309378219e-05
390973,8.99592310828721e-05
390974,8.99592312279213e-05
390975,8.99592313729675e-05
390976,8.99592315180127e-05
390977,8.99592316630562e-05
390978,8.99592318080981e-05
390979,8.9959231953139e-05
390980,8.99592320981769e-05
390981,8.99592322432138e-05
390982,8.99592323882491e-05
390983,8.99592325332827e-05
390984,8.99592326783153e-05
390985,8.99592328233449e-05
390986,8.99592329683735e-05
390987,8.99592331134005e-05
390988,8.99592332584265e-05
390989,8.99592334034495e-05
390990,8.99592335484715e-05
390991,8.99592336934918e-05
390992,8.99592338385105e-05
390993,8.99592339835281e-05
390994,8.99592341285429e-05
390995,8.99592342735566e-05
390996,8.99592344185686e-05
390997,8.9959234563579e-05
390998,8.99592347085884e-05
390999,8.99592348535948e-05
391000,8.99592349986002e-05
391001,8.9959235143604e-05
391002,8.99592352886061e-05
391003,8.99592354336072e-05
391004,8.99592355786053e-05
391005,8.99592357236024e-05
391006,8.99592358685979e-05
391007,8.99592360135924e-05
391008,8.99592361585845e-05
391009,8.99592363035744e-05
391010,8.99592364485632e-05
391011,8.99592365935504e-05
391012,8.99592367385366e-05
391013,8.99592368835198e-05
391014,8.9959237028502e-05
391015,8.99592371734826e-05
391016,8.99592373184615e-05
391017,8.99592374634394e-05
391018,8.99592376084143e-05
391019,8.99592377533882e-05
391020,8.99592378983605e-05
391021,8.99592380433311e-05
391022,8.99592381883007e-05
391023,8.99592383332674e-05
391024,8.9959238478233e-05
391025,8.9959238623197e-05
391026,8.995923876816e-05
391027,8.99592389131207e-05
391028,8.9959239058079e-05
391029,8.99592392030364e-05
391030,8.99592393479921e-05
391031,8.99592394929468e-05
391032,8.99592396378985e-05
391033,8.99592397828492e-05
391034,8.99592399277983e-05
391035,8.99592400727457e-05
391036,8.99592402176921e-05
391037,8.99592403626356e-05
391038,8.9959240507578e-05
391039,8.99592406525188e-05
391040,8.99592407974579e-05
391041,8.9959240942396e-05
391042,8.99592410873312e-05
391043,8.99592412322653e-05
391044,8.99592413771979e-05
391045,8.99592415221293e-05
391046,8.99592416670585e-05
391047,8.99592418119854e-05
391048,8.99592419569113e-05
391049,8.99592421018355e-05
391050,8.99592422467587e-05
391051,8.9959242391679e-05
391052,8.99592425365982e-05
391053,8.99592426815158e-05
391054,8.99592428264318e-05
391055,8.99592429713467e-05
391056,8.99592431162587e-05
391057,8.99592432611696e-05
391058,8.9959243406079e-05
391059,8.99592435509866e-05
391060,8.99592436958932e-05
391061,8.99592438407969e-05
391062,8.99592439856996e-05
391063,8.99592441306006e-05
391064,8.99592442755006e-05
391065,8.99592444203984e-05
391066,8.99592445652938e-05
391067,8.99592447101882e-05
391068,8.99592448550809e-05
391069,8.99592449999726e-05
391070,8.99592451448615e-05
391071,8.99592452897492e-05
391072,8.99592454346354e-05
391073,8.99592455795198e-05
391074,8.99592457244033e-05
391075,8.99592458692838e-05
391076,8.99592460141633e-05
391077,8.99592461590411e-05
391078,8.99592463039173e-05
391079,8.99592464487925e-05
391080,8.99592465936647e-05
391081,8.99592467385359e-05
391082,8.99592468834055e-05
391083,8.9959247028274e-05
391084,8.99592471731403e-05
391085,8.99592473180042e-05
391086,8.99592474628671e-05
391087,8.99592476077284e-05
391088,8.99592477525887e-05
391089,8.9959247897446e-05
391090,8.99592480423023e-05
391091,8.9959248187157e-05
391092,8.995924833201e-05
391093,8.9959248476862e-05
391094,8.9959248621711e-05
391095,8.9959248766559e-05
391096,8.99592489114054e-05
391097,8.99592490562501e-05
391098,8.99592492010938e-05
391099,8.99592493459346e-05
391100,8.99592494907744e-05
391101,8.99592496356125e-05
391102,8.99592497804496e-05
391103,8.99592499252843e-05
391104,8.99592500701168e-05
391105,8.99592502149483e-05
391106,8.99592503597781e-05
391107,8.99592505046069e-05
391108,8.99592506494328e-05
391109,8.99592507942576e-05
391110,8.99592509390808e-05
391111,8.99592510839024e-05
391112,8.99592512287229e-05
391113,8.99592513735405e-05
391114,8.99592515183571e-05
391115,8.9959251663172e-05
391116,8.99592518079853e-05
391117,8.99592519527975e-05
391118,8.99592520976068e-05
391119,8.99592522424151e-05
391120,8.99592523872218e-05
391121,8.99592525320274e-05
391122,8.99592526768307e-05
391123,8.99592528216318e-05
391124,8.99592529664318e-05
391125,8.99592531112302e-05
391126,8.99592532560275e-05
391127,8.99592534008219e-05
391128,8.99592535456153e-05
391129,8.99592536904071e-05
391130,8.99592538351972e-05
391131,8.99592539799862e-05
391132,8.99592541247724e-05
391133,8.99592542695575e-05
391134,8.9959254414341e-05
391135,8.99592545591228e-05
391136,8.99592547039036e-05
391137,8.99592548486815e-05
391138,8.99592549934583e-05
391139,8.99592551382335e-05
391140,8.99592552830077e-05
391141,8.99592554277796e-05
391142,8.99592555725492e-05
391143,8.99592557173177e-05
391144,8.99592558620847e-05
391145,8.99592560068506e-05
391146,8.99592561516135e-05
391147,8.99592562963755e-05
391148,8.99592564411358e-05
391149,8.99592565858945e-05
391150,8.99592567306521e-05
391151,8.99592568754068e-05
391152,8.99592570201605e-05
391153,8.99592571649125e-05
391154,8.99592573096629e-05
391155,8.99592574544122e-05
391156,8.99592575991587e-05
391157,8.99592577439041e-05
391158,8.99592578886478e-05
391159,8.99592580333906e-05
391160,8.9959258178131e-05
391161,8.99592583228692e-05
391162,8.99592584676063e-05
391163,8.99592586123418e-05
391164,8.99592587570763e-05
391165,8.99592589018078e-05
391166,8.99592590465383e-05
391167,8.99592591912672e-05
391168,8.99592593359944e-05
391169,8.99592594807206e-05
391170,8.99592596254438e-05
391171,8.99592597701661e-05
391172,8.99592599148867e-05
391173,8.99592600596056e-05
391174,8.99592602043235e-05
391175,8.99592603490385e-05
391176,8.99592604937525e-05
391177,8.99592606384648e-05
391178,8.99592607831761e-05
391179,8.99592609278852e-05
391180,8.99592610725919e-05
391181,8.99592612172976e-05
391182,8.99592613620016e-05
391183,8.99592615067047e-05
391184,8.99592616514047e-05
391185,8.99592617961038e-05
391186,8.99592619408013e-05
391187,8.9959262085497e-05
391188,8.99592622301918e-05
391189,8.99592623748837e-05
391190,8.99592625195745e-05
391191,8.99592626642637e-05
391192,8.99592628089512e-05
391193,8.99592629536376e-05
391194,8.99592630983212e-05
391195,8.99592632430037e-05
391196,8.99592633876846e-05
391197,8.99592635323645e-05
391198,8.99592636770421e-05
391199,8.99592638217174e-05
391200,8.99592639663917e-05
391201,8.99592641110643e-05
391202,8.99592642557359e-05
391203,8.99592644004046e-05
391204,8.99592645450723e-05
391205,8.99592646897383e-05
391206,8.99592648344027e-05
391207,8.9959264979066e-05
391208,8.99592651237264e-05
391209,8.99592652683858e-05
391210,8.99592654130435e-05
391211,8.99592655576996e-05
391212,8.99592657023547e-05
391213,8.99592658470068e-05
391214,8.9959265991658e-05
391215,8.99592661363074e-05
391216,8.99592662809559e-05
391217,8.99592664256021e-05
391218,8.99592665702459e-05
391219,8.99592667148888e-05
391220,8.995926685953e-05
391221,8.99592670041702e-05
391222,8.99592671488075e-05
391223,8.99592672934437e-05
391224,8.99592674380783e-05
391225,8.99592675827112e-05
391226,8.99592677273432e-05
391227,8.99592678719722e-05
391228,8.99592680166001e-05
391229,8.99592681612265e-05
391230,8.99592683058511e-05
391231,8.99592684504748e-05
391232,8.99592685950955e-05
391233,8.99592687397153e-05
391234,8.99592688843333e-05
391235,8.99592690289503e-05
391236,8.99592691735651e-05
391237,8.99592693181776e-05
391238,8.9959269462789e-05
391239,8.99592696073988e-05
391240,8.99592697520076e-05
391241,8.99592698966135e-05
391242,8.99592700412183e-05
391243,8.99592701858215e-05
391244,8.9959270330423e-05
391245,8.99592704750235e-05
391246,8.99592706196211e-05
391247,8.99592707642177e-05
391248,8.99592709088126e-05
391249,8.99592710534059e-05
391250,8.99592711979981e-05
391251,8.99592713425874e-05
391252,8.99592714871757e-05
391253,8.99592716317624e-05
391254,8.9959271776348e-05
391255,8.99592719209314e-05
391256,8.99592720655124e-05
391257,8.99592722100925e-05
391258,8.99592723546709e-05
391259,8.99592724992482e-05
391260,8.99592726438227e-05
391261,8.99592727883961e-05
391262,8.99592729329679e-05
391263,8.9959273077538e-05
391264,8.99592732221071e-05
391265,8.99592733666733e-05
391266,8.99592735112385e-05
391267,8.9959273655802e-05
391268,8.99592738003639e-05
391269,8.99592739449248e-05
391270,8.99592740894827e-05
391271,8.99592742340396e-05
391272,8.99592743785948e-05
391273,8.99592745231484e-05
391274,8.9959274667701e-05
391275,8.99592748122507e-05
391276,8.99592749567993e-05
391277,8.99592751013463e-05
391278,8.99592752458923e-05
391279,8.99592753904353e-05
391280,8.99592755349774e-05
391281,8.99592756795177e-05
391282,8.99592758240565e-05
391283,8.99592759685942e-05
391284,8.9959276113129e-05
391285,8.99592762576628e-05
391286,8.99592764021949e-05
391287,8.99592765467253e-05
391288,8.99592766912548e-05
391289,8.99592768357813e-05
391290,8.99592769803068e-05
391291,8.99592771248307e-05
391292,8.99592772693529e-05
391293,8.99592774138741e-05
391294,8.99592775583924e-05
391295,8.99592777029097e-05
391296,8.99592778474252e-05
391297,8.99592779919398e-05
391298,8.99592781364515e-05
391299,8.99592782809621e-05
391300,8.99592784254711e-05
391301,8.99592785699785e-05
391302,8.99592787144848e-05
391303,8.99592788589882e-05
391304,8.99592790034906e-05
391305,8.99592791479914e-05
391306,8.99592792924904e-05
391307,8.99592794369885e-05
391308,8.99592795814836e-05
391309,8.99592797259778e-05
391310,8.99592798704702e-05
391311,8.9959280014961e-05
391312,8.99592801594509e-05
391313,8.99592803039377e-05
391314,8.99592804484236e-05
391315,8.99592805929078e-05
391316,8.9959280737391e-05
391317,8.99592808818713e-05
391318,8.99592810263506e-05
391319,8.99592811708282e-05
391320,8.99592813153041e-05
391321,8.99592814597791e-05
391322,8.99592816042511e-05
391323,8.99592817487221e-05
391324,8.99592818931915e-05
391325,8.99592820376592e-05
391326,8.99592821821259e-05
391327,8.99592823265896e-05
391328,8.99592824710524e-05
391329,8.99592826155135e-05
391330,8.99592827599729e-05
391331,8.99592829044314e-05
391332,8.99592830488868e-05
391333,8.99592831933413e-05
391334,8.99592833377942e-05
391335,8.9959283482246e-05
391336,8.99592836266955e-05
391337,8.99592837711428e-05
391338,8.9959283915589e-05
391339,8.99592840600336e-05
391340,8.99592842044772e-05
391341,8.99592843489178e-05
391342,8.99592844933574e-05
391343,8.99592846377954e-05
391344,8.99592847822318e-05
391345,8.99592849266671e-05
391346,8.99592850710995e-05
391347,8.99592852155308e-05
391348,8.99592853599606e-05
391349,8.99592855043886e-05
391350,8.99592856488157e-05
391351,8.99592857932398e-05
391352,8.9959285937663e-05
391353,8.99592860820844e-05
391354,8.99592862265049e-05
391355,8.9959286370923e-05
391356,8.99592865153389e-05
391357,8.99592866597538e-05
391358,8.9959286804167e-05
391359,8.99592869485792e-05
391360,8.99592870929885e-05
391361,8.99592872373967e-05
391362,8.99592873818033e-05
391363,8.99592875262083e-05
391364,8.99592876706123e-05
391365,8.99592878150133e-05
391366,8.99592879594133e-05
391367,8.99592881038116e-05
391368,8.99592882482084e-05
391369,8.99592883926041e-05
391370,8.99592885369968e-05
391371,8.99592886813886e-05
391372,8.99592888257787e-05
391373,8.99592889701678e-05
391374,8.99592891145546e-05
391375,8.99592892589391e-05
391376,8.99592894033226e-05
391377,8.99592895477044e-05
391378,8.99592896920853e-05
391379,8.99592898364632e-05
391380,8.99592899808401e-05
391381,8.99592901252153e-05
391382,8.99592902695889e-05
391383,8.99592904139615e-05
391384,8.99592905583312e-05
391385,8.99592907026999e-05
391386,8.99592908470669e-05
391387,8.99592909914322e-05
391388,8.99592911357965e-05
391389,8.99592912801579e-05
391390,8.99592914245183e-05
391391,8.99592915688771e-05
391392,8.99592917132349e-05
391393,8.99592918575903e-05
391394,8.99592920019434e-05
391395,8.99592921462956e-05
391396,8.99592922906461e-05
391397,8.99592924349956e-05
391398,8.99592925793421e-05
391399,8.99592927236877e-05
391400,8.99592928680316e-05
391401,8.99592930123738e-05
391402,8.99592931567151e-05
391403,8.99592933010534e-05
391404,8.99592934453907e-05
391405,8.99592935897263e-05
391406,8.99592937340603e-05
391407,8.99592938783933e-05
391408,8.99592940227233e-05
391409,8.99592941670524e-05
391410,8.99592943113798e-05
391411,8.99592944557062e-05
391412,8.99592946000303e-05
391413,8.99592947443521e-05
391414,8.99592948886729e-05
391415,8.9959295032992e-05
391416,8.99592951773102e-05
391417,8.99592953216254e-05
391418,8.99592954659396e-05
391419,8.99592956102521e-05
391420,8.9959295754563e-05
391421,8.99592958988729e-05
391422,8.99592960431799e-05
391423,8.99592961874859e-05
391424,8.99592963317902e-05
391425,8.99592964760928e-05
391426,8.99592966203944e-05
391427,8.99592967646932e-05
391428,8.99592969089909e-05
391429,8.99592970532869e-05
391430,8.99592971975819e-05
391431,8.99592973418747e-05
391432,8.99592974861652e-05
391433,8.99592976304546e-05
391434,8.99592977747425e-05
391435,8.99592979190293e-05
391436,8.99592980633131e-05
391437,8.9959298207596e-05
391438,8.99592983518772e-05
391439,8.99592984961568e-05
391440,8.99592986404353e-05
391441,8.99592987847109e-05
391442,8.99592989289856e-05
391443,8.99592990732585e-05
391444,8.99592992175298e-05
391445,8.99592993618001e-05
391446,8.99592995060675e-05
391447,8.99592996503339e-05
391448,8.99592997945986e-05
391449,8.99592999388623e-05
391450,8.99593000831237e-05
391451,8.99593002273828e-05
391452,8.9959300371641e-05
391453,8.99593005158974e-05
391454,8.99593006601529e-05
391455,8.99593008044054e-05
391456,8.9959300948657e-05
391457,8.99593010929068e-05
391458,8.99593012371551e-05
391459,8.99593013814023e-05
391460,8.99593015256466e-05
391461,8.99593016698899e-05
391462,8.99593018141315e-05
391463,8.99593019583715e-05
391464,8.99593021026104e-05
391465,8.99593022468465e-05
391466,8.99593023910815e-05
391467,8.99593025353149e-05
391468,8.99593026795473e-05
391469,8.99593028237774e-05
391470,8.99593029680052e-05
391471,8.9959303112232e-05
391472,8.99593032564571e-05
391473,8.99593034006813e-05
391474,8.99593035449025e-05
391475,8.99593036891227e-05
391476,8.99593038333412e-05
391477,8.99593039775581e-05
391478,8.9959304121774e-05
391479,8.9959304265987e-05
391480,8.99593044101989e-05
391481,8.99593045544092e-05
391482,8.99593046986179e-05
391483,8.99593048428255e-05
391484,8.99593049870303e-05
391485,8.9959305131234e-05
391486,8.99593052754361e-05
391487,8.99593054196371e-05
391488,8.99593055638359e-05
391489,8.99593057080324e-05
391490,8.99593058522278e-05
391491,8.99593059964217e-05
391492,8.99593061406145e-05
391493,8.99593062848044e-05
391494,8.99593064289932e-05
391495,8.99593065731805e-05
391496,8.9959306717366e-05
391497,8.99593068615506e-05
391498,8.99593070057323e-05
391499,8.99593071499129e-05
391500,8.99593072940919e-05
391501,8.99593074382692e-05
391502,8.99593075824456e-05
391503,8.9959307726619e-05
391504,8.99593078707914e-05
391505,8.99593080149621e-05
391506,8.99593081591319e-05
391507,8.99593083032993e-05
391508,8.99593084474645e-05
391509,8.99593085916286e-05
391510,8.99593087357911e-05
391511,8.99593088799526e-05
391512,8.99593090241112e-05
391513,8.99593091682688e-05
391514,8.99593093124247e-05
391515,8.9959309456579e-05
391516,8.99593096007322e-05
391517,8.99593097448826e-05
391518,8.99593098890319e-05
391519,8.99593100331796e-05
391520,8.99593101773256e-05
391521,8.99593103214706e-05
391522,8.99593104656127e-05
391523,8.99593106097538e-05
391524,8.99593107538933e-05
391525,8.99593108980317e-05
391526,8.99593110421678e-05
391527,8.99593111863017e-05
391528,8.99593113304345e-05
391529,8.99593114745657e-05
391530,8.99593116186959e-05
391531,8.99593117628232e-05
391532,8.99593119069494e-05
391533,8.99593120510741e-05
391534,8.9959312195197e-05
391535,8.9959312339319e-05
391536,8.9959312483438e-05
391537,8.9959312627556e-05
391538,8.99593127716724e-05
391539,8.99593129157871e-05
391540,8.99593130599008e-05
391541,8.99593132040116e-05
391542,8.99593133481214e-05
391543,8.99593134922296e-05
391544,8.99593136363367e-05
391545,8.99593137804415e-05
391546,8.99593139245441e-05
391547,8.99593140686456e-05
391548,8.99593142127455e-05
391549,8.99593143568444e-05
391550,8.99593145009404e-05
391551,8.99593146450354e-05
391552,8.99593147891287e-05
391553,8.99593149332203e-05
391554,8.9959315077311e-05
391555,8.99593152213987e-05
391556,8.99593153654854e-05
391557,8.99593155095705e-05
391558,8.9959315653654e-05
391559,8.99593157977364e-05
391560,8.99593159418159e-05
391561,8.99593160858944e-05
391562,8.99593162299712e-05
391563,8.9959316374047e-05
391564,8.99593165181206e-05
391565,8.99593166621918e-05
391566,8.99593168062621e-05
391567,8.99593169503307e-05
391568,8.99593170943983e-05
391569,8.9959317238463e-05
391570,8.99593173825266e-05
391571,8.99593175265887e-05
391572,8.9959317670649e-05
391573,8.99593178147084e-05
391574,8.99593179587648e-05
391575,8.99593181028203e-05
391576,8.9959318246874e-05
391577,8.99593183909262e-05
391578,8.99593185349773e-05
391579,8.99593186790255e-05
391580,8.99593188230727e-05
391581,8.99593189671183e-05
391582,8.99593191111628e-05
391583,8.99593192552051e-05
391584,8.9959319399245e-05
391585,8.9959319543284e-05
391586,8.99593196873213e-05
391587,8.99593198313577e-05
391588,8.9959319975391e-05
391589,8.99593201194234e-05
391590,8.99593202634542e-05
391591,8.99593204074832e-05
391592,8.99593205515113e-05
391593,8.99593206955365e-05
391594,8.99593208395606e-05
391595,8.99593209835831e-05
391596,8.9959321127604e-05
391597,8.99593212716238e-05
391598,8.99593214156407e-05
391599,8.99593215596567e-05
391600,8.99593217036709e-05
391601,8.99593218476842e-05
