eta_tes,TBR_req,I_startup [kg],I_tes [g]
0.4,1.08,1.48449118799499,147.316674228721
0.6,1.075,1.44380228312365,97.8075538486082
0.8,1.075,1.42276174851082,73.3753464745212
0.9,1.075,1.41575142153375,65.2287507433009
0.95,1.075,1.41280076395813,61.7982232602533
