eta_tes,TBR_req,I_startup [kg],I_tes [g]
0.4,1.14,2.83506197844861,156.820890553325
0.6,1.14,2.79589807563282,104.599661023443
0.8,1.135,2.77686475306548,78.1310718550943
0.9,1.135,2.77028321651889,69.4564462509824
0.95,1.135,2.7675129879682,65.80356981644
