f_dir,TBR_req,I_startup [kg]
0.1,1.04,0.640099018099998
0.2,1.035,0.62114386556372
0.3,1.035,0.601395790695427
0.4,1.035,0.581648273811596
0.5,1.035,0.561901304421684
0.6,1.03,0.542978699143588
0.7,1.03,0.523226778793836
0.8,1.03,0.503475538772885
0.9,1.03,0.483724915847206
